recvTime,fiwareServicePath,entityId,entityType,attrName,attrType,attrValue
2023-01-25T08:47:00.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,
2023-01-25T08:47:00.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Moving
2023-01-25T08:54:39.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Finished
2023-01-25T09:50:46.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,
2023-01-25T09:50:46.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Moving
2023-01-25T09:58:14.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Finished
2023-01-25T10:48:08.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,
2023-01-25T10:48:08.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Moving
2023-01-25T10:57:40.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Finished
2023-01-25T12:00:08.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,
2023-01-25T12:00:08.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Moving
2023-01-25T12:07:48.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Finished
2023-01-25T12:53:44.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,
2023-01-25T12:53:44.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Moving
2023-01-25T12:59:04.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Finished
2023-01-25T13:50:52.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,
2023-01-25T13:50:52.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Moving
2023-01-25T13:57:44.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Finished
2023-01-25T14:47:36.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,
2023-01-25T14:47:36.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Moving
2023-01-25T14:55:20.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Finished
2023-01-25T15:45:23.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,
2023-01-25T15:45:23.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Moving
2023-01-25T15:51:33.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Finished
2023-01-25T16:39:57.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,
2023-01-25T16:39:57.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Moving
2023-01-25T16:47:18.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Finished
2023-01-25T17:34:13.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,
2023-01-25T17:34:13.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Moving
2023-01-25T17:43:29.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Finished
2023-01-25T18:47:16.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,
2023-01-25T18:47:16.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Moving
2023-01-25T18:56:54.628Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Finished
2023-01-26T08:52:09.632Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,
2023-01-26T08:52:09.632Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Moving
2023-01-26T08:59:41.632Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Finished
2023-01-26T09:50:56.632Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,
2023-01-26T09:50:56.632Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Moving
2023-01-26T09:56:29.632Z,/,urn:ngsiv2:ROS2System:Turtle002,ROS2System,start,Text,Finished
