recvTime,fiwareServicePath,entityId,entityType,attrName,attrType,attrValue
2023-01-27T22:30:46.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-28T01:03:33.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-28T01:03:33.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-28T01:11:51.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-28T03:47:41.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-28T03:47:41.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-28T03:53:10.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-28T06:10:29.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-28T06:10:29.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-28T06:18:12.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-28T08:37:08.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-28T08:37:08.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-28T08:43:42.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-28T11:12:02.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-28T11:12:02.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-28T11:19:26.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-28T13:50:27.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-28T13:50:27.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-28T13:56:42.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-28T16:15:05.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-28T16:15:05.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-28T16:24:26.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-28T18:50:58.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-28T18:50:58.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-28T18:58:27.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-28T21:22:52.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-28T21:22:52.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-28T21:31:39.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-28T23:58:57.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-28T23:58:57.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-29T00:06:26.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-29T02:40:44.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-29T02:40:44.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-29T02:49:09.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-29T05:00:15.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-29T05:00:15.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-29T05:05:53.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-29T07:32:30.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-29T07:32:30.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-29T07:42:00.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-29T10:04:05.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-29T10:04:05.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-29T10:11:33.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-29T12:23:19.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-29T12:23:19.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-29T12:29:59.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-29T15:03:46.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-29T15:03:46.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-29T15:09:20.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-29T17:42:40.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-29T17:42:40.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-29T17:49:12.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-29T20:19:36.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-29T20:19:36.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-29T20:28:55.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-29T23:03:58.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-29T23:03:58.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-29T23:13:23.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-30T01:36:27.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-30T01:36:27.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-30T01:46:02.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
2023-01-30T04:10:07.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,start,Text,
2023-01-30T04:10:07.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Moving
2023-01-30T04:18:38.704Z,/,urn:ngsiv2:ROS2System:Turtle005,ROS2System,Status,Text,Finished
